v,imgt,species,added
TRAV13-10,TRAV13-10*01,Ovis_aries,
TRAV13-10D,TRAV13-10D*01,Ovis_aries,
TRAV13-12,TRAV13-12*01,Ovis_aries,
TRAV13-13,TRAV13-13*01,Ovis_aries,
TRAV13-14,TRAV13-14*01,Ovis_aries,
TRAV13-17,TRAV13-17*01,Ovis_aries,
TRAV13-18,TRAV13-18*01,Ovis_aries,
TRAV13-2D,TRAV13-2D*01,Ovis_aries,
TRAV13S1,TRAV13S1*01,Ovis_aries,
TRAV14-10,TRAV14-10*01,Ovis_aries,
TRAV14-11,TRAV14-11*01,Ovis_aries,
TRAV14-12,TRAV14-12*01,Ovis_aries,
TRAV14-2D,TRAV14-2D*01,Ovis_aries,
TRAV14-7,TRAV14-7*01,Ovis_aries,
TRAV14-8,TRAV14-8*01,Ovis_aries,
TRAV14S1,TRAV14S1*01,Ovis_aries,
TRAV18S1,TRAV18S1*01,Ovis_aries,
TRAV18S2,TRAV18S2*01,Ovis_aries,
TRAV22-11,TRAV22-11*02,Ovis_aries,
TRAV22-13,TRAV22-13*02,Ovis_aries,
TRAV22-19,TRAV22-19*01,Ovis_aries,
TRAV22-1D,TRAV22-1D*01,Ovis_aries,
TRAV22-20,TRAV22-20*01,Ovis_aries,
TRAV22-21,TRAV22-21*01,Ovis_aries,
TRAV22-22,TRAV22-22*01,Ovis_aries,
TRAV22-26,TRAV22-26*01,Ovis_aries,
TRAV22-27,TRAV22-27*01,Ovis_aries,
TRAV22-27,TRAV22-27*02,Ovis_aries,
TRAV22-28,TRAV22-28*01,Ovis_aries,
TRAV22-29,TRAV22-29*01,Ovis_aries,
TRAV22-29,TRAV22-29*02,Ovis_aries,
TRAV22-31,TRAV22-31*01,Ovis_aries,
TRAV22-33,TRAV22-33*01,Ovis_aries,
TRAV22-37,TRAV22-37*01,Ovis_aries,
TRAV22-39,TRAV22-39*01,Ovis_aries,
TRAV22-40,TRAV22-40*01,Ovis_aries,
TRAV22-6,TRAV22-6*02,Ovis_aries,
TRAV22-7,TRAV22-7*01,Ovis_aries,
TRAV22-9,TRAV22-9*01,Ovis_aries,
TRAV22S1,TRAV22S1*01,Ovis_aries,
TRAV23-21,TRAV23-21*01,Ovis_aries,
TRAV23-23,TRAV23-23*01,Ovis_aries,
TRAV23-26,TRAV23-26*01,Ovis_aries,
TRAV23-27,TRAV23-27*01,Ovis_aries,
TRAV23-27,TRAV23-27*02,Ovis_aries,
TRAV23-6,TRAV23-6*01,Ovis_aries,
TRAV23S1,TRAV23S1*01,Ovis_aries,
TRAV24-3,TRAV24-3*01,Ovis_aries,
TRAV24-8,TRAV24-8*01,Ovis_aries,
TRAV25-17,TRAV25-17*01,Ovis_aries,
TRAV25-19,TRAV25-19*01,Ovis_aries,
TRAV25-19,TRAV25-19*02,Ovis_aries,
TRAV25-21,TRAV25-21*01,Ovis_aries,
TRAV25-22,TRAV25-22*01,Ovis_aries,
TRAV25-23,TRAV25-23*01,Ovis_aries,
TRAV25-25,TRAV25-25*01,Ovis_aries,
TRAV25-26,TRAV25-26*01,Ovis_aries,
TRAV25-26,TRAV25-26*02,Ovis_aries,
TRAV25-6,TRAV25-6*01,Ovis_aries,
TRAV25-7,TRAV25-7*01,Ovis_aries,
TRAV28-2,TRAV28-2*01,Ovis_aries,
TRAV28-2,TRAV28-2*02,Ovis_aries,
TRAV3,TRAV3*02,Ovis_aries,
TRAV33-2,TRAV33-2*01,Ovis_aries,
TRAV39,TRAV39*02,Ovis_aries,
TRAV41,TRAV41*02,Ovis_aries,
TRAV43-10,TRAV43-10*01,Ovis_aries,
TRAV43-10,TRAV43-10*02,Ovis_aries,
TRAV43-11,TRAV43-11*01,Ovis_aries,
TRAV43-2D,TRAV43-2D*01,Ovis_aries,
TRAV43-4D,TRAV43-4D*01,Ovis_aries,
TRAV43-6D,TRAV43-6D*01,Ovis_aries,
TRAV43-8,TRAV43-8*01,Ovis_aries,
TRAV43S1,TRAV43S1*01,Ovis_aries,
TRAV44-11,TRAV44-11*01,Ovis_aries,
TRAV44-20,TRAV44-20*02,Ovis_aries,
TRAV44-21,TRAV44-21*01,Ovis_aries,
TRAV44-21,TRAV44-21*02,Ovis_aries,
TRAV44-7,TRAV44-7*01,Ovis_aries,
TRAV44S1,TRAV44S1*01,Ovis_aries,
TRAV44S2,TRAV44S2*01,Ovis_aries,
TRAV44S3,TRAV44S3*01,Ovis_aries,
TRAV44S4,TRAV44S4*01,Ovis_aries,
TRAV45-3,TRAV45-3*02,Ovis_aries,
TRAV45S1,TRAV45S1*01,Ovis_aries,
TRAV45S2,TRAV45S2*01,Ovis_aries,
TRAV45S2,TRAV45S2*02,Ovis_aries,
TRAV45S3,TRAV45S3*01,Ovis_aries,
TRAV8-10,TRAV8-10*01,Ovis_aries,
TRAV8-14,TRAV8-14*01,Ovis_aries,
TRAV8-20,TRAV8-20*01,Ovis_aries,
TRAV8-20,TRAV8-20*02,Ovis_aries,
TRAV8-24,TRAV8-24*01,Ovis_aries,
TRAV8-24,TRAV8-24*02,Ovis_aries,
TRAV8-26,TRAV8-26*01,Ovis_aries,
TRAV8-28,TRAV8-28*01,Ovis_aries,
TRAV8-8,TRAV8-8*01,Ovis_aries,
TRAV8-8,TRAV8-8*02,Ovis_aries,
TRAV9-1D,TRAV9-1D*01,Ovis_aries,
TRAV9-1N,TRAV9-1N*01,Ovis_aries,
TRAV9-6D,TRAV9-6D*01,Ovis_aries,
TRAV9S1,TRAV9S1*01,Ovis_aries,
TRBV5-13,TRBV5-13*01,Ovis_aries,
TRBV5-19,TRBV5-19*01,Ovis_aries,
TRBV5-23,TRBV5-23*01,Ovis_aries,
TRBV5-24,TRBV5-24*01,Ovis_aries,
TRBV5-25,TRBV5-25*01,Ovis_aries,
TRBV5-26,TRBV5-26*01,Ovis_aries,
TRBV5-28,TRBV5-28*01,Ovis_aries,
TRBV5-29,TRBV5-29*01,Ovis_aries,
TRBV5-30,TRBV5-30*01,Ovis_aries,
TRBV5-31,TRBV5-31*01,Ovis_aries,
TRBV5-32,TRBV5-32*01,Ovis_aries,
TRBV6-16,TRBV6-16*01,Ovis_aries,
TRBV6-29,TRBV6-29*01,Ovis_aries,
TRBV6-30,TRBV6-30*01,Ovis_aries,
TRDV1-12,TRDV1-12*02,Ovis_aries,
TRDV1-18,TRDV1-18*02,Ovis_aries,
TRDV1-2,TRDV1-2*02,Ovis_aries,
TRDV1-25,TRDV1-25*02,Ovis_aries,
TRDV1-26,TRDV1-26*01,Ovis_aries,
TRDV1-26,TRDV1-26*02,Ovis_aries,
TRDV1-2D,TRDV1-2D*01,Ovis_aries,
TRDV1-34,TRDV1-34*01,Ovis_aries,
TRDV1-34,TRDV1-34*02,Ovis_aries,
TRDV1-35,TRDV1-35*01,Ovis_aries,
TRDV1-39,TRDV1-39*01,Ovis_aries,
TRDV1-40,TRDV1-40*01,Ovis_aries,
TRDV1-40,TRDV1-40*02,Ovis_aries,
TRDV1-41,TRDV1-41*01,Ovis_aries,
TRDV1-42,TRDV1-42*01,Ovis_aries,
TRDV1-43,TRDV1-43*01,Ovis_aries,
TRDV1-43,TRDV1-43*03,Ovis_aries,
TRDV1-44,TRDV1-44*01,Ovis_aries,
TRDV1-45,TRDV1-45*01,Ovis_aries,
TRDV1-46,TRDV1-46*01,Ovis_aries,
TRDV1-46,TRDV1-46*02,Ovis_aries,
TRDV1-48,TRDV1-48*01,Ovis_aries,
TRDV1-49,TRDV1-49*01,Ovis_aries,
TRDV1-5,TRDV1-5*02,Ovis_aries,
TRDV1-5,TRDV1-5*03,Ovis_aries,
TRDV1-52,TRDV1-52*01,Ovis_aries,
TRDV1-53,TRDV1-53*01,Ovis_aries,
TRDV1-53,TRDV1-53*02,Ovis_aries,
TRDV1-54,TRDV1-54*01,Ovis_aries,
TRDV1-54,TRDV1-54*02,Ovis_aries,
TRDV1-54,TRDV1-54*03,Ovis_aries,
TRDV1-56,TRDV1-56*01,Ovis_aries,
TRDV1-57,TRDV1-57*01,Ovis_aries,
TRDV1-60,TRDV1-60*01,Ovis_aries,
TRDV1-62,TRDV1-62*02,Ovis_aries,
TRDV1-63,TRDV1-63*01,Ovis_aries,
TRDV1-63,TRDV1-63*02,Ovis_aries,
TRDV1-65,TRDV1-65*01,Ovis_aries,
TRDV1-8,TRDV1-8*03,Ovis_aries,
TRDV1-9,TRDV1-9*02,Ovis_aries,
TRDV1S1,TRDV1S1*03,Ovis_aries,
TRDV1S10,TRDV1S10*01,Ovis_aries,
TRDV1S10,TRDV1S10*02,Ovis_aries,
TRDV1S11,TRDV1S11*01,Ovis_aries,
TRDV1S12,TRDV1S12*01,Ovis_aries,
TRDV1S13,TRDV1S13*01,Ovis_aries,
TRDV1S14,TRDV1S14*01,Ovis_aries,
TRDV1S15,TRDV1S15*01,Ovis_aries,
TRDV1S16,TRDV1S16*01,Ovis_aries,
TRDV1S17,TRDV1S17*01,Ovis_aries,
TRDV1S18,TRDV1S18*01,Ovis_aries,
TRDV1S7,TRDV1S7*01,Ovis_aries,
TRDV1S8,TRDV1S8*01,Ovis_aries,
TRDV1S9,TRDV1S9*01,Ovis_aries,
TRDV1S9,TRDV1S9*02,Ovis_aries,
IGHV1-65,IGHV1-65*01,Rattus_norvegicus,
IGHV10-10,IGHV10-10*01,Rattus_norvegicus,
IGHV10-11,IGHV10-11*01,Rattus_norvegicus,
IGHV10-12,IGHV10-12*01,Rattus_norvegicus,
IGHV10-14,IGHV10-14*01,Rattus_norvegicus,
IGHV10-15,IGHV10-15*01,Rattus_norvegicus,
IGHV10-16,IGHV10-16*01,Rattus_norvegicus,
IGHV10-17,IGHV10-17*01,Rattus_norvegicus,
IGHV10-18,IGHV10-18*01,Rattus_norvegicus,
IGHV10-19,IGHV10-19*01,Rattus_norvegicus,
IGHV10-2,IGHV10-2*01,Rattus_norvegicus,
IGHV10-4,IGHV10-4*01,Rattus_norvegicus,
IGHV10-5,IGHV10-5*01,Rattus_norvegicus,
IGHV10-7,IGHV10-7*01,Rattus_norvegicus,
IGHV10-8,IGHV10-8*01,Rattus_norvegicus,
IGHV10-9,IGHV10-9*01,Rattus_norvegicus,
IGHV11-10,IGHV11-10*01,Rattus_norvegicus,
IGHV11-11,IGHV11-11*01,Rattus_norvegicus,
IGHV11-12,IGHV11-12*01,Rattus_norvegicus,
IGHV11-3,IGHV11-3*01,Rattus_norvegicus,
IGHV11-4,IGHV11-4*01,Rattus_norvegicus,
IGHV11-5,IGHV11-5*01,Rattus_norvegicus,
IGHV11-6,IGHV11-6*01,Rattus_norvegicus,
IGHV11-8,IGHV11-8*01,Rattus_norvegicus,
IGHV11-9,IGHV11-9*01,Rattus_norvegicus,
IGHV15-1,IGHV15-1*01,Rattus_norvegicus,
IGHV2-13,IGHV2-13*01,Rattus_norvegicus,
IGHV2-15,IGHV2-15*01,Rattus_norvegicus,
IGHV2-16,IGHV2-16*01,Rattus_norvegicus,
IGHV2-17,IGHV2-17*01,Rattus_norvegicus,
IGHV2-19,IGHV2-19*01,Rattus_norvegicus,
IGHV2-22,IGHV2-22*01,Rattus_norvegicus,
IGHV2-30,IGHV2-30*01,Rattus_norvegicus,
IGHV2-32,IGHV2-32*01,Rattus_norvegicus,
IGHV2-34,IGHV2-34*01,Rattus_norvegicus,
IGHV2-35,IGHV2-35*01,Rattus_norvegicus,
IGHV2-38,IGHV2-38*01,Rattus_norvegicus,
IGHV2-39,IGHV2-39*01,Rattus_norvegicus,
IGHV2-40,IGHV2-40*01,Rattus_norvegicus,
IGHV2-41,IGHV2-41*01,Rattus_norvegicus,
IGHV2-43,IGHV2-43*01,Rattus_norvegicus,
IGHV2-44,IGHV2-44*01,Rattus_norvegicus,
IGHV2-45,IGHV2-45*01,Rattus_norvegicus,
IGHV2-46,IGHV2-46*01,Rattus_norvegicus,
IGHV2-47,IGHV2-47*01,Rattus_norvegicus,
IGHV2-50,IGHV2-50*01,Rattus_norvegicus,
IGHV2-52,IGHV2-52*01,Rattus_norvegicus,
IGHV2-53,IGHV2-53*01,Rattus_norvegicus,
IGHV2-55,IGHV2-55*01,Rattus_norvegicus,
IGHV2-57,IGHV2-57*01,Rattus_norvegicus,
IGHV2-59,IGHV2-59*01,Rattus_norvegicus,
IGHV2-61,IGHV2-61*01,Rattus_norvegicus,
IGHV2-64,IGHV2-64*01,Rattus_norvegicus,
IGHV2-65,IGHV2-65*01,Rattus_norvegicus,
IGHV2-66,IGHV2-66*01,Rattus_norvegicus,
IGHV2-72,IGHV2-72*01,Rattus_norvegicus,
IGHV2-75,IGHV2-75*01,Rattus_norvegicus,
IGHV2-76,IGHV2-76*01,Rattus_norvegicus,
IGHV2-78,IGHV2-78*01,Rattus_norvegicus,
IGHV2S12,IGHV2S12*01,Rattus_norvegicus,
IGHV2S13,IGHV2S13*01,Rattus_norvegicus,
IGHV2S18,IGHV2S18*01,Rattus_norvegicus,
IGHV2S27,IGHV2S27*01,Rattus_norvegicus,
IGHV2S30,IGHV2S30*01,Rattus_norvegicus,
IGHV2S35,IGHV2S35*01,Rattus_norvegicus,
IGHV2S54,IGHV2S54*01,Rattus_norvegicus,
IGHV2S61,IGHV2S61*01,Rattus_norvegicus,
IGHV2S63,IGHV2S63*01,Rattus_norvegicus,
IGHV2S64,IGHV2S64*01,Rattus_norvegicus,
IGHV2S75,IGHV2S75*01,Rattus_norvegicus,
IGHV2S78,IGHV2S78*01,Rattus_norvegicus,
IGHV2S8,IGHV2S8*01,Rattus_norvegicus,
IGHV2S82,IGHV2S82*01,Rattus_norvegicus,
IGHV5-11,IGHV5-11*01,Rattus_norvegicus,
IGHV5-19,IGHV5-19*01,Rattus_norvegicus,
IGHV5-22,IGHV5-22*01,Rattus_norvegicus,
IGHV5-23,IGHV5-23*01,Rattus_norvegicus,
IGHV5-24,IGHV5-24*01,Rattus_norvegicus,
IGHV5-25,IGHV5-25*01,Rattus_norvegicus,
IGHV5-27,IGHV5-27*01,Rattus_norvegicus,
IGHV5-29,IGHV5-29*01,Rattus_norvegicus,
IGHV5-31,IGHV5-31*01,Rattus_norvegicus,
IGHV5-33,IGHV5-33*01,Rattus_norvegicus,
IGHV5-34,IGHV5-34*01,Rattus_norvegicus,
IGHV5-35,IGHV5-35*01,Rattus_norvegicus,
IGHV5-36,IGHV5-36*01,Rattus_norvegicus,
IGHV5-41,IGHV5-41*01,Rattus_norvegicus,
IGHV5-45,IGHV5-45*01,Rattus_norvegicus,
IGHV5-46,IGHV5-46*01,Rattus_norvegicus,
IGHV5-50,IGHV5-50*01,Rattus_norvegicus,
IGHV5-54,IGHV5-54*01,Rattus_norvegicus,
IGHV5-55,IGHV5-55*01,Rattus_norvegicus,
IGHV5-58,IGHV5-58*01,Rattus_norvegicus,
IGHV5-61,IGHV5-61*01,Rattus_norvegicus,
IGHV5-62,IGHV5-62*01,Rattus_norvegicus,
IGHV5-63,IGHV5-63*01,Rattus_norvegicus,
IGHV5S10,IGHV5S10*01,Rattus_norvegicus,
IGHV5S11,IGHV5S11*01,Rattus_norvegicus,
IGHV5S13,IGHV5S13*01,Rattus_norvegicus,
IGHV5S14,IGHV5S14*01,Rattus_norvegicus,
IGHV5S23,IGHV5S23*01,Rattus_norvegicus,
IGHV5S33,IGHV5S33*01,Rattus_norvegicus,
IGHV5S47,IGHV5S47*01,Rattus_norvegicus,
IGHV5S54,IGHV5S54*01,Rattus_norvegicus,
IGHV5S8,IGHV5S8*01,Rattus_norvegicus,
IGHV6-10,IGHV6-10*01,Rattus_norvegicus,
IGHV6-13,IGHV6-13*01,Rattus_norvegicus,
IGHV6-14,IGHV6-14*01,Rattus_norvegicus,
IGHV6-15,IGHV6-15*01,Rattus_norvegicus,
IGHV6-16,IGHV6-16*01,Rattus_norvegicus,
IGHV6-18,IGHV6-18*01,Rattus_norvegicus,
IGHV6-19,IGHV6-19*01,Rattus_norvegicus,
IGHV6-20,IGHV6-20*01,Rattus_norvegicus,
IGHV6-21,IGHV6-21*01,Rattus_norvegicus,
IGHV6-22,IGHV6-22*01,Rattus_norvegicus,
IGHV6-8,IGHV6-8*01,Rattus_norvegicus,
IGHV6-9,IGHV6-9*01,Rattus_norvegicus,
IGHV7-10,IGHV7-10*01,Rattus_norvegicus,
IGHV7-13,IGHV7-13*01,Rattus_norvegicus,
IGHV7-14,IGHV7-14*01,Rattus_norvegicus,
IGHV7-15,IGHV7-15*01,Rattus_norvegicus,
IGHV7-16,IGHV7-16*01,Rattus_norvegicus,
IGHV7-6,IGHV7-6*01,Rattus_norvegicus,
IGHV7-7,IGHV7-7*01,Rattus_norvegicus,
IGHV7-8,IGHV7-8*01,Rattus_norvegicus,
IGHV8-16,IGHV8-16*01,Rattus_norvegicus,
IGHV8-17,IGHV8-17*01,Rattus_norvegicus,
IGHV8-20,IGHV8-20*01,Rattus_norvegicus,
IGHV8-22,IGHV8-22*01,Rattus_norvegicus,
IGHV8-23,IGHV8-23*01,Rattus_norvegicus,
IGHV8-24,IGHV8-24*01,Rattus_norvegicus,
IGHV8-25,IGHV8-25*01,Rattus_norvegicus,
IGHV8-27,IGHV8-27*01,Rattus_norvegicus,
IGHV8-28,IGHV8-28*01,Rattus_norvegicus,
IGHV8-31,IGHV8-31*01,Rattus_norvegicus,
IGHV8S18,IGHV8S18*01,Rattus_norvegicus,
IGHV9-5,IGHV9-5*01,Rattus_norvegicus,
IGHV9-6,IGHV9-6*01,Rattus_norvegicus,
IGHV9-7,IGHV9-7*01,Rattus_norvegicus,
IGHV9-8,IGHV9-8*01,Rattus_norvegicus,
IGHV9S3,IGHV9S3*01,Rattus_norvegicus,
IGKV10S11,IGKV10S11*01,Rattus_norvegicus,
IGKV10S12,IGKV10S12*01,Rattus_norvegicus,
IGKV10S5,IGKV10S5*01,Rattus_norvegicus,
IGKV10S6,IGKV10S6*01,Rattus_norvegicus,
IGKV10S9,IGKV10S9*01,Rattus_norvegicus,
IGKV12S1,IGKV12S1*01,Rattus_norvegicus,
IGKV12S11,IGKV12S11*01,Rattus_norvegicus,
IGKV12S12,IGKV12S12*01,Rattus_norvegicus,
IGKV12S14,IGKV12S14*01,Rattus_norvegicus,
IGKV12S16,IGKV12S16*01,Rattus_norvegicus,
IGKV12S17,IGKV12S17*01,Rattus_norvegicus,
IGKV12S20,IGKV12S20*01,Rattus_norvegicus,
IGKV12S22,IGKV12S22*01,Rattus_norvegicus,
IGKV12S23,IGKV12S23*01,Rattus_norvegicus,
IGKV12S24,IGKV12S24*01,Rattus_norvegicus,
IGKV12S25,IGKV12S25*01,Rattus_norvegicus,
IGKV12S26,IGKV12S26*01,Rattus_norvegicus,
IGKV12S27,IGKV12S27*01,Rattus_norvegicus,
IGKV12S28,IGKV12S28*01,Rattus_norvegicus,
IGKV12S29,IGKV12S29*01,Rattus_norvegicus,
IGKV12S30,IGKV12S30*01,Rattus_norvegicus,
IGKV12S31,IGKV12S31*01,Rattus_norvegicus,
IGKV12S32,IGKV12S32*01,Rattus_norvegicus,
IGKV12S34,IGKV12S34*01,Rattus_norvegicus,
IGKV12S36,IGKV12S36*01,Rattus_norvegicus,
IGKV12S38,IGKV12S38*01,Rattus_norvegicus,
IGKV12S39,IGKV12S39*01,Rattus_norvegicus,
IGKV12S5,IGKV12S5*01,Rattus_norvegicus,
IGKV12S7,IGKV12S7*01,Rattus_norvegicus,
IGKV12S8,IGKV12S8*01,Rattus_norvegicus,
IGKV12S9,IGKV12S9*01,Rattus_norvegicus,
IGKV13S7,IGKV13S7*01,Rattus_norvegicus,
IGKV14S1,IGKV14S1*01,Rattus_norvegicus,
IGKV14S13,IGKV14S13*01,Rattus_norvegicus,
IGKV14S14,IGKV14S14*01,Rattus_norvegicus,
IGKV14S15,IGKV14S15*01,Rattus_norvegicus,
IGKV14S16,IGKV14S16*01,Rattus_norvegicus,
IGKV14S18,IGKV14S18*01,Rattus_norvegicus,
IGKV14S19,IGKV14S19*01,Rattus_norvegicus,
IGKV14S2,IGKV14S2*01,Rattus_norvegicus,
IGKV14S22,IGKV14S22*01,Rattus_norvegicus,
IGKV14S4,IGKV14S4*01,Rattus_norvegicus,
IGKV14S8,IGKV14S8*01,Rattus_norvegicus,
IGKV14S9,IGKV14S9*01,Rattus_norvegicus,
IGKV15S2,IGKV15S2*01,Rattus_norvegicus,
IGKV15S3,IGKV15S3*01,Rattus_norvegicus,
IGKV15S4,IGKV15S4*01,Rattus_norvegicus,
IGKV16S1,IGKV16S1*01,Rattus_norvegicus,
IGKV16S2,IGKV16S2*01,Rattus_norvegicus,
IGKV17S1,IGKV17S1*01,Rattus_norvegicus,
IGKV18S1,IGKV18S1*01,Rattus_norvegicus,
IGKV19S1,IGKV19S1*01,Rattus_norvegicus,
IGKV19S2,IGKV19S2*01,Rattus_norvegicus,
IGKV20S1,IGKV20S1*01,Rattus_norvegicus,
IGKV21S2,IGKV21S2*01,Rattus_norvegicus,
IGKV21S3,IGKV21S3*01,Rattus_norvegicus,
IGKV22S1,IGKV22S1*01,Rattus_norvegicus,
IGKV22S10,IGKV22S10*01,Rattus_norvegicus,
IGKV22S2,IGKV22S2*01,Rattus_norvegicus,
IGKV22S4,IGKV22S4*01,Rattus_norvegicus,
IGKV22S5,IGKV22S5*01,Rattus_norvegicus,
IGKV22S6,IGKV22S6*01,Rattus_norvegicus,
IGKV22S7,IGKV22S7*01,Rattus_norvegicus,
IGKV22S8,IGKV22S8*01,Rattus_norvegicus,
IGKV22S9,IGKV22S9*01,Rattus_norvegicus,
IGKV2S11,IGKV2S11*01,Rattus_norvegicus,
IGKV2S17,IGKV2S17*01,Rattus_norvegicus,
IGKV2S21,IGKV2S21*01,Rattus_norvegicus,
IGKV2S22,IGKV2S22*01,Rattus_norvegicus,
IGKV2S23,IGKV2S23*01,Rattus_norvegicus,
IGKV2S24,IGKV2S24*01,Rattus_norvegicus,
IGKV2S25,IGKV2S25*01,Rattus_norvegicus,
IGKV2S26,IGKV2S26*01,Rattus_norvegicus,
IGKV2S27,IGKV2S27*01,Rattus_norvegicus,
IGKV2S6,IGKV2S6*01,Rattus_norvegicus,
IGKV3S1,IGKV3S1*01,Rattus_norvegicus,
IGKV3S10,IGKV3S10*01,Rattus_norvegicus,
IGKV3S12,IGKV3S12*01,Rattus_norvegicus,
IGKV3S13,IGKV3S13*01,Rattus_norvegicus,
IGKV3S14,IGKV3S14*01,Rattus_norvegicus,
IGKV3S15,IGKV3S15*01,Rattus_norvegicus,
IGKV3S17,IGKV3S17*01,Rattus_norvegicus,
IGKV3S18,IGKV3S18*01,Rattus_norvegicus,
IGKV3S19,IGKV3S19*01,Rattus_norvegicus,
IGKV3S6,IGKV3S6*01,Rattus_norvegicus,
IGKV3S7,IGKV3S7*01,Rattus_norvegicus,
IGKV3S8,IGKV3S8*01,Rattus_norvegicus,
IGKV4S10,IGKV4S10*01,Rattus_norvegicus,
IGKV4S11,IGKV4S11*01,Rattus_norvegicus,
IGKV4S12,IGKV4S12*01,Rattus_norvegicus,
IGKV4S13,IGKV4S13*01,Rattus_norvegicus,
IGKV4S14,IGKV4S14*01,Rattus_norvegicus,
IGKV4S15,IGKV4S15*01,Rattus_norvegicus,
IGKV4S16,IGKV4S16*01,Rattus_norvegicus,
IGKV4S18,IGKV4S18*01,Rattus_norvegicus,
IGKV4S19,IGKV4S19*01,Rattus_norvegicus,
IGKV4S2,IGKV4S2*01,Rattus_norvegicus,
IGKV4S20,IGKV4S20*01,Rattus_norvegicus,
IGKV4S21,IGKV4S21*01,Rattus_norvegicus,
IGKV4S3,IGKV4S3*01,Rattus_norvegicus,
IGKV4S4,IGKV4S4*01,Rattus_norvegicus,
IGKV4S5,IGKV4S5*01,Rattus_norvegicus,
IGKV4S6,IGKV4S6*01,Rattus_norvegicus,
IGKV4S7,IGKV4S7*01,Rattus_norvegicus,
IGKV4S8,IGKV4S8*01,Rattus_norvegicus,
IGKV4S9,IGKV4S9*01,Rattus_norvegicus,
IGKV5S1,IGKV5S1*01,Rattus_norvegicus,
IGKV5S10,IGKV5S10*01,Rattus_norvegicus,
IGKV5S12,IGKV5S12*01,Rattus_norvegicus,
IGKV5S2,IGKV5S2*01,Rattus_norvegicus,
IGKV5S4,IGKV5S4*01,Rattus_norvegicus,
IGKV5S5,IGKV5S5*01,Rattus_norvegicus,
IGKV5S6,IGKV5S6*01,Rattus_norvegicus,
IGKV6S10,IGKV6S10*01,Rattus_norvegicus,
IGKV6S11,IGKV6S11*01,Rattus_norvegicus,
IGKV6S2,IGKV6S2*01,Rattus_norvegicus,
IGKV6S3,IGKV6S3*01,Rattus_norvegicus,
IGKV6S4,IGKV6S4*01,Rattus_norvegicus,
IGKV6S5,IGKV6S5*01,Rattus_norvegicus,
IGKV6S6,IGKV6S6*01,Rattus_norvegicus,
IGKV6S7,IGKV6S7*01,Rattus_norvegicus,
IGKV6S8,IGKV6S8*01,Rattus_norvegicus,
IGKV6S9,IGKV6S9*01,Rattus_norvegicus,
IGKV7S1,IGKV7S1*01,Rattus_norvegicus,
IGKV8S10,IGKV8S10*01,Rattus_norvegicus,
IGKV8S11,IGKV8S11*01,Rattus_norvegicus,
IGKV8S2,IGKV8S2*01,Rattus_norvegicus,
IGKV8S4,IGKV8S4*01,Rattus_norvegicus,
IGKV8S5,IGKV8S5*01,Rattus_norvegicus,
IGKV8S6,IGKV8S6*01,Rattus_norvegicus,
IGKV8S7,IGKV8S7*01,Rattus_norvegicus,
IGKV8S8,IGKV8S8*01,Rattus_norvegicus,
IGKV8S9,IGKV8S9*01,Rattus_norvegicus,
IGKV9S1,IGKV9S1*01,Rattus_norvegicus,
IGKV9S2,IGKV9S2*01,Rattus_norvegicus,
IGLV3S4,IGLV3S4*01,Rattus_norvegicus,
IGLV3S5,IGLV3S5*01,Rattus_norvegicus,
IGHV1-100,IGHV1-100*01,Salmo_salar,
IGHV1-104,IGHV1-104*01,Salmo_salar,
IGHV1-117,IGHV1-117*01,Salmo_salar,
IGHV1-122,IGHV1-122*01,Salmo_salar,
IGHV1-18-1,IGHV1-18-1*01,Salmo_salar,
IGHV1-40,IGHV1-40*02,Salmo_salar,
IGHV1-79-1,IGHV1-79-1*01,Salmo_salar,
IGHV10-102,IGHV10-102*01,Salmo_salar,
IGHV10-109,IGHV10-109*01,Salmo_salar,
IGHV10-32,IGHV10-32*01,Salmo_salar,
IGHV10-43,IGHV10-43*01,Salmo_salar,
IGHV10-65,IGHV10-65*01,Salmo_salar,
IGHV10D-112,IGHV10D-112*01,Salmo_salar,
IGHV10D-36,IGHV10D-36*01,Salmo_salar,
IGHV10D-56,IGHV10D-56*01,Salmo_salar,
IGHV10D-72,IGHV10D-72*01,Salmo_salar,
IGHV11-113,IGHV11-113*01,Salmo_salar,
IGHV11-123,IGHV11-123*01,Salmo_salar,
IGHV11-123,IGHV11-123*02,Salmo_salar,
IGHV11-46,IGHV11-46*01,Salmo_salar,
IGHV12D-50,IGHV12D-50*01,Salmo_salar,
IGHV12D-6,IGHV12D-6*01,Salmo_salar,
IGHV14-51,IGHV14-51*01,Salmo_salar,
IGHV15-120,IGHV15-120*01,Salmo_salar,
IGHV15-124,IGHV15-124*01,Salmo_salar,
IGHV15D-126,IGHV15D-126*01,Salmo_salar,
IGHV15D-38,IGHV15D-38*01,Salmo_salar,
IGHV15D-38,IGHV15D-38*02,Salmo_salar,
IGHV15D-60,IGHV15D-60*01,Salmo_salar,
IGHV15D-85,IGHV15D-85*01,Salmo_salar,
IGHV16-121,IGHV16-121*01,Salmo_salar,
IGHV16-15,IGHV16-15*01,Salmo_salar,
IGHV16-23,IGHV16-23*01,Salmo_salar,
IGHV16-83,IGHV16-83*01,Salmo_salar,
IGHV16D-116,IGHV16D-116*01,Salmo_salar,
IGHV16D-127,IGHV16D-127*01,Salmo_salar,
