v,imgt,species,added,
IGHV4-34,IGHV4-34*01,Gorilla_gorilla_gorilla,NA,
IGHV4-39,IGHV4-39*01,Gorilla_gorilla_gorilla,NA,
IGHV4-4,IGHV4-4*01,Gorilla_gorilla_gorilla,NA,
IGHV4-4-6,IGHV4-4-6*01,Gorilla_gorilla_gorilla,NA,
IGHV4-61,IGHV4-61*01,Gorilla_gorilla_gorilla,NA,
IGHV4-61,IGHV4-61*02,Gorilla_gorilla_gorilla,NA,
IGHV4-80,IGHV4-80*01,Gorilla_gorilla_gorilla,NA,
IGHV4-80,IGHV4-80*02,Gorilla_gorilla_gorilla,NA,
IGHV5-51,IGHV5-51*01,Gorilla_gorilla_gorilla,NA,
IGHV5-78,IGHV5-78*01,Gorilla_gorilla_gorilla,NA,
IGHV7-4-1,IGHV7-4-1*01,Gorilla_gorilla_gorilla,NA,
IGHV7-4-5,IGHV7-4-5*01,Gorilla_gorilla_gorilla,NA,
IGHV7-81,IGHV7-81*01,Gorilla_gorilla_gorilla,NA,
IGHV8-51-1,IGHV8-51-1*01,Gorilla_gorilla_gorilla,NA,
TRAV12-2,TRAV12-2*01,Heterocephalus_glaber,NA,
TRAV12-4,TRAV12-4*01,Heterocephalus_glaber,NA,
TRAV12-5,TRAV12-5*01,Heterocephalus_glaber,NA,
TRAV12-6,TRAV12-6*01,Heterocephalus_glaber,NA,
TRAV12-7,TRAV12-7*01,Heterocephalus_glaber,NA,
TRAV12-8,TRAV12-8*02,Heterocephalus_glaber,NA,
TRAV12-9,TRAV12-9*01,Heterocephalus_glaber,NA,
TRAV14-2,TRAV14-2*01,Heterocephalus_glaber,NA,
TRAV23-2,TRAV23-2*02,Heterocephalus_glaber,NA,
TRAV23-4,TRAV23-4*01,Heterocephalus_glaber,NA,
TRAV30S1,TRAV30S1*01,Heterocephalus_glaber,NA,
TRAV31S1,TRAV31S1*01,Heterocephalus_glaber,NA,
TRAV32S1,TRAV32S1*01,Heterocephalus_glaber,NA,
TRAV34S2,TRAV34S2*01,Heterocephalus_glaber,NA,
TRAV34S2,TRAV34S2*02,Heterocephalus_glaber,NA,
TRAV35S1,TRAV35S1*01,Heterocephalus_glaber,NA,
TRAV35S1,TRAV35S1*02,Heterocephalus_glaber,NA,
TRAV38S1,TRAV38S1*01,Heterocephalus_glaber,NA,
TRAV38S2,TRAV38S2*01,Heterocephalus_glaber,NA,
TRAV38S3,TRAV38S3*01,Heterocephalus_glaber,NA,
TRAV39,TRAV39*01,Heterocephalus_glaber,NA,
TRAV43,TRAV43*01,Heterocephalus_glaber,NA,
TRAV5-3,TRAV5-3*01,Heterocephalus_glaber,NA,
TRAV9-8,TRAV9-8*02,Heterocephalus_glaber,NA,
TRBV13,TRBV13*01,Heterocephalus_glaber,NA,
TRBV18-1,TRBV18-1*01,Heterocephalus_glaber,NA,
TRBV1S1,TRBV1S1*01,Heterocephalus_glaber,NA,
TRBV1S1,TRBV1S1*02,Heterocephalus_glaber,NA,
TRBV20-1,TRBV20-1*02,Heterocephalus_glaber,NA,
TRBV23-1,TRBV23-1*01,Heterocephalus_glaber,NA,
TRBV23-2,TRBV23-2*01,Heterocephalus_glaber,NA,
TRBV23-2,TRBV23-2*02,Heterocephalus_glaber,NA,
TRBV9,TRBV9*01,Heterocephalus_glaber,NA,
TRDVB-1,TRDVB-1*01,Heterocephalus_glaber,NA,
TRGV1-3,TRGV1-3*01,Heterocephalus_glaber,NA,
TRGV1-3,TRGV1-3*02,Heterocephalus_glaber,NA,
TRGV4-2,TRGV4-2*01,Heterocephalus_glaber,NA,
TRGVC,TRGVC*01,Heterocephalus_glaber,NA,
IGHV1-18,IGHV1-18*02,Homo_sapiens,NA,
IGHV1-18,IGHV1-18*03,Homo_sapiens,NA,
IGHV1-18,IGHV1-18*04,Homo_sapiens,NA,
IGHV1-2,IGHV1-2*02,Homo_sapiens,NA,
IGHV1-2,IGHV1-2*03,Homo_sapiens,NA,
IGHV1-2,IGHV1-2*04,Homo_sapiens,NA,
IGHV1-2,IGHV1-2*05,Homo_sapiens,NA,
IGHV1-2,IGHV1-2*06,Homo_sapiens,NA,
IGHV1-2,IGHV1-2*07,Homo_sapiens,NA,
IGHV1-24,IGHV1-24*01,Homo_sapiens,NA,
IGHV1-3,IGHV1-3*03,Homo_sapiens,NA,
IGHV1-3,IGHV1-3*04,Homo_sapiens,NA,
IGHV1-3,IGHV1-3*05,Homo_sapiens,NA,
IGHV1-45,IGHV1-45*02,Homo_sapiens,NA,
IGHV1-45,IGHV1-45*03,Homo_sapiens,NA,
IGHV1-46,IGHV1-46*02,Homo_sapiens,NA,
IGHV1-46,IGHV1-46*03,Homo_sapiens,NA,
IGHV1-46,IGHV1-46*04,Homo_sapiens,NA,
IGHV1-58,IGHV1-58*02,Homo_sapiens,NA,
IGHV1-58,IGHV1-58*03,Homo_sapiens,NA,
IGHV1-68,IGHV1-68*02,Homo_sapiens,NA,
IGHV1-68,IGHV1-68*03,Homo_sapiens,NA,
IGHV1-68D,IGHV1-68D*02,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*02,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*03,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*04,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*05,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*06,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*07,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*08,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*09,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*10,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*11,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*12,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*13,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*14,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*15,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*16,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*17,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*18,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*19,Homo_sapiens,NA,
IGHV1-69,IGHV1-69*20,Homo_sapiens,NA,
IGHV1-69-2,IGHV1-69-2*01,Homo_sapiens,NA,
IGHV1-69-2,IGHV1-69-2*02,Homo_sapiens,NA,
IGHV1-69D,IGHV1-69D*01,Homo_sapiens,NA,
IGHV1-8,IGHV1-8*02,Homo_sapiens,NA,
IGHV1-8,IGHV1-8*03,Homo_sapiens,NA,
IGHV1-NL1,IGHV1-NL1*01,Homo_sapiens,NA,
IGHV1/OR15-1,IGHV1/OR15-1*01,Homo_sapiens,NA,
IGHV1/OR15-1,IGHV1/OR15-1*02,Homo_sapiens,NA,
IGHV1/OR15-1,IGHV1/OR15-1*03,Homo_sapiens,NA,
IGHV1/OR15-1,IGHV1/OR15-1*04,Homo_sapiens,NA,
IGHV1/OR15-2,IGHV1/OR15-2*01,Homo_sapiens,NA,
IGHV1/OR15-2,IGHV1/OR15-2*02,Homo_sapiens,NA,
IGHV1/OR15-2,IGHV1/OR15-2*03,Homo_sapiens,NA,
IGHV1/OR15-3,IGHV1/OR15-3*01,Homo_sapiens,NA,
IGHV1/OR15-3,IGHV1/OR15-3*02,Homo_sapiens,NA,
IGHV1/OR15-3,IGHV1/OR15-3*03,Homo_sapiens,NA,
IGHV1/OR15-4,IGHV1/OR15-4*01,Homo_sapiens,NA,
IGHV1/OR15-5,IGHV1/OR15-5*01,Homo_sapiens,NA,
IGHV1/OR15-5,IGHV1/OR15-5*02,Homo_sapiens,NA,
IGHV1/OR15-9,IGHV1/OR15-9*01,Homo_sapiens,NA,
IGHV1/OR16-22,IGHV1/OR16-22*01,Homo_sapiens,NA,
IGHV1/OR16-3,IGHV1/OR16-3*01,Homo_sapiens,NA,
IGHV1/OR16-4,IGHV1/OR16-4*01,Homo_sapiens,NA,
IGHV1/OR21-1,IGHV1/OR21-1*01,Homo_sapiens,NA,
IGHV2-26,IGHV2-26*02,Homo_sapiens,NA,
IGHV2-26,IGHV2-26*03,Homo_sapiens,NA,
IGHV2-26,IGHV2-26*04,Homo_sapiens,NA,
IGHV2-5,IGHV2-5*02,Homo_sapiens,NA,
IGHV2-5,IGHV2-5*03,Homo_sapiens,NA,
IGHV2-5,IGHV2-5*04,Homo_sapiens,NA,
IGHV2-5,IGHV2-5*05,Homo_sapiens,NA,
IGHV2-5,IGHV2-5*06,Homo_sapiens,NA,
IGHV2-5,IGHV2-5*08,Homo_sapiens,NA,
IGHV2-5,IGHV2-5*09,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*02,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*03,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*04,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*05,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*06,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*07,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*08,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*09,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*10,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*11,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*12,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*13,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*15,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*16,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*17,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*18,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*19,Homo_sapiens,NA,
IGHV2-70,IGHV2-70*20,Homo_sapiens,NA,
IGHV2-70D,IGHV2-70D*04,Homo_sapiens,NA,
IGHV2-70D,IGHV2-70D*14,Homo_sapiens,NA,
IGHV2/OR16-23,IGHV2/OR16-23*01,Homo_sapiens,NA,
IGHV2/OR16-5,IGHV2/OR16-5*01,Homo_sapiens,NA,
IGHV3-11,IGHV3-11*03,Homo_sapiens,NA,
IGHV3-11,IGHV3-11*04,Homo_sapiens,NA,
IGHV3-11,IGHV3-11*05,Homo_sapiens,NA,
IGHV3-11,IGHV3-11*06,Homo_sapiens,NA,
IGHV3-13,IGHV3-13*02,Homo_sapiens,NA,
IGHV3-13,IGHV3-13*03,Homo_sapiens,NA,
IGHV3-13,IGHV3-13*04,Homo_sapiens,NA,
IGHV3-13,IGHV3-13*05,Homo_sapiens,NA,
IGHV3-15,IGHV3-15*02,Homo_sapiens,NA,
IGHV3-15,IGHV3-15*03,Homo_sapiens,NA,
IGHV3-15,IGHV3-15*04,Homo_sapiens,NA,
IGHV3-15,IGHV3-15*05,Homo_sapiens,NA,
IGHV3-15,IGHV3-15*06,Homo_sapiens,NA,
IGHV3-15,IGHV3-15*07,Homo_sapiens,NA,
IGHV3-15,IGHV3-15*08,Homo_sapiens,NA,
IGHV3-16,IGHV3-16*02,Homo_sapiens,NA,
IGHV3-20,IGHV3-20*02,Homo_sapiens,NA,
IGHV3-20,IGHV3-20*03,Homo_sapiens,NA,
IGHV3-20,IGHV3-20*04,Homo_sapiens,NA,
IGHV3-21,IGHV3-21*03,Homo_sapiens,NA,
IGHV3-21,IGHV3-21*04,Homo_sapiens,NA,
IGHV3-21,IGHV3-21*05,Homo_sapiens,NA,
IGHV3-21,IGHV3-21*06,Homo_sapiens,NA,
IGHV3-21,IGHV3-21*07,Homo_sapiens,NA,
IGHV3-22,IGHV3-22*02,Homo_sapiens,NA,
IGHV3-23,IGHV3-23*02,Homo_sapiens,NA,
IGHV3-23,IGHV3-23*03,Homo_sapiens,NA,
IGHV3-23,IGHV3-23*04,Homo_sapiens,NA,
IGHV3-23,IGHV3-23*05,Homo_sapiens,NA,
IGHV3-23D,IGHV3-23D*01,Homo_sapiens,NA,
IGHV3-25,IGHV3-25*02,Homo_sapiens,NA,
IGHV3-25,IGHV3-25*03,Homo_sapiens,NA,
IGHV3-25,IGHV3-25*04,Homo_sapiens,NA,
IGHV3-25,IGHV3-25*05,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*02,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*03,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*04,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*05,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*06,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*07,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*08,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*09,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*10,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*11,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*12,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*13,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*14,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*15,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*16,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*17,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*18,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*19,Homo_sapiens,NA,
IGHV3-30,IGHV3-30*20,Homo_sapiens,NA,
IGHV3-30-3,IGHV3-30-3*03,Homo_sapiens,NA,
IGHV3-30-5,IGHV3-30-5*02,Homo_sapiens,NA,
IGHV3-33,IGHV3-33*03,Homo_sapiens,NA,
IGHV3-33,IGHV3-33*04,Homo_sapiens,NA,
IGHV3-33,IGHV3-33*05,Homo_sapiens,NA,
IGHV3-33,IGHV3-33*06,Homo_sapiens,NA,
IGHV3-33,IGHV3-33*07,Homo_sapiens,NA,
IGHV3-33,IGHV3-33*08,Homo_sapiens,NA,
IGHV3-35,IGHV3-35*02,Homo_sapiens,NA,
IGHV3-38,IGHV3-38*02,Homo_sapiens,NA,
IGHV3-38,IGHV3-38*03,Homo_sapiens,NA,
IGHV3-38-3,IGHV3-38-3*01,Homo_sapiens,NA,
IGHV3-41,IGHV3-41*02,Homo_sapiens,NA,
IGHV3-43,IGHV3-43*02,Homo_sapiens,NA,
IGHV3-43D,IGHV3-43D*03,Homo_sapiens,NA,
IGHV3-43D,IGHV3-43D*04,Homo_sapiens,NA,
IGHV3-48,IGHV3-48*03,Homo_sapiens,NA,
IGHV3-48,IGHV3-48*04,Homo_sapiens,NA,
IGHV3-49,IGHV3-49*02,Homo_sapiens,NA,
IGHV3-49,IGHV3-49*03,Homo_sapiens,NA,
IGHV3-49,IGHV3-49*04,Homo_sapiens,NA,
IGHV3-49,IGHV3-49*05,Homo_sapiens,NA,
IGHV3-52,IGHV3-52*02,Homo_sapiens,NA,
IGHV3-52,IGHV3-52*03,Homo_sapiens,NA,
IGHV3-53,IGHV3-53*03,Homo_sapiens,NA,
IGHV3-53,IGHV3-53*04,Homo_sapiens,NA,
IGHV3-53,IGHV3-53*05,Homo_sapiens,NA,
IGHV3-54,IGHV3-54*02,Homo_sapiens,NA,
IGHV3-54,IGHV3-54*04,Homo_sapiens,NA,
IGHV3-62,IGHV3-62*03,Homo_sapiens,NA,
IGHV3-62,IGHV3-62*04,Homo_sapiens,NA,
IGHV3-63,IGHV3-63*02,Homo_sapiens,NA,
IGHV3-64,IGHV3-64*02,Homo_sapiens,NA,
IGHV3-64,IGHV3-64*03,Homo_sapiens,NA,
IGHV3-64,IGHV3-64*04,Homo_sapiens,NA,
IGHV3-64,IGHV3-64*05,Homo_sapiens,NA,
IGHV3-64,IGHV3-64*07,Homo_sapiens,NA,
IGHV3-64D,IGHV3-64D*06,Homo_sapiens,NA,
IGHV3-64D,IGHV3-64D*08,Homo_sapiens,NA,
IGHV3-64D,IGHV3-64D*09,Homo_sapiens,NA,
IGHV3-66,IGHV3-66*03,Homo_sapiens,NA,
IGHV3-66,IGHV3-66*04,Homo_sapiens,NA,
IGHV3-69-1,IGHV3-69-1*01,Homo_sapiens,NA,
IGHV3-69-1,IGHV3-69-1*02,Homo_sapiens,NA,
IGHV3-7,IGHV3-7*02,Homo_sapiens,NA,
IGHV3-7,IGHV3-7*03,Homo_sapiens,NA,
IGHV3-7,IGHV3-7*04,Homo_sapiens,NA,
IGHV3-7,IGHV3-7*05,Homo_sapiens,NA,
IGHV3-71,IGHV3-71*02,Homo_sapiens,NA,
IGHV3-71,IGHV3-71*03,Homo_sapiens,NA,
IGHV3-71,IGHV3-71*04,Homo_sapiens,NA,
IGHV3-73,IGHV3-73*02,Homo_sapiens,NA,
IGHV3-74,IGHV3-74*02,Homo_sapiens,NA,
IGHV3-74,IGHV3-74*03,Homo_sapiens,NA,
IGHV3-9,IGHV3-9*03,Homo_sapiens,NA,
IGHV3-9,IGHV3-9*04,Homo_sapiens,NA,
IGHV3-NL1,IGHV3-NL1*01,Homo_sapiens,NA,
IGHV3/OR15-7,IGHV3/OR15-7*01,Homo_sapiens,NA,
IGHV3/OR15-7,IGHV3/OR15-7*02,Homo_sapiens,NA,
IGHV3/OR15-7,IGHV3/OR15-7*03,Homo_sapiens,NA,
IGHV3/OR15-7,IGHV3/OR15-7*05,Homo_sapiens,NA,
IGHV3/OR16-10,IGHV3/OR16-10*01,Homo_sapiens,NA,
IGHV3/OR16-10,IGHV3/OR16-10*02,Homo_sapiens,NA,
IGHV3/OR16-10,IGHV3/OR16-10*03,Homo_sapiens,NA,
IGHV3/OR16-12,IGHV3/OR16-12*01,Homo_sapiens,NA,
IGHV3/OR16-13,IGHV3/OR16-13*01,Homo_sapiens,NA,
IGHV3/OR16-14,IGHV3/OR16-14*01,Homo_sapiens,NA,
IGHV3/OR16-15,IGHV3/OR16-15*01,Homo_sapiens,NA,
IGHV3/OR16-15,IGHV3/OR16-15*02,Homo_sapiens,NA,
IGHV3/OR16-16,IGHV3/OR16-16*01,Homo_sapiens,NA,
IGHV3/OR16-17,IGHV3/OR16-17*01,Homo_sapiens,NA,
IGHV3/OR16-18,IGHV3/OR16-18*01,Homo_sapiens,NA,
IGHV3/OR16-20,IGHV3/OR16-20*01,Homo_sapiens,NA,
IGHV3/OR16-6,IGHV3/OR16-6*02,Homo_sapiens,NA,
IGHV3/OR16-8,IGHV3/OR16-8*01,Homo_sapiens,NA,
IGHV3/OR16-8,IGHV3/OR16-8*02,Homo_sapiens,NA,
IGHV3/OR16-9,IGHV3/OR16-9*01,Homo_sapiens,NA,
IGHV4-28,IGHV4-28*01,Homo_sapiens,NA,
IGHV4-28,IGHV4-28*02,Homo_sapiens,NA,
IGHV4-28,IGHV4-28*03,Homo_sapiens,NA,
IGHV4-28,IGHV4-28*04,Homo_sapiens,NA,
IGHV4-28,IGHV4-28*05,Homo_sapiens,NA,
IGHV4-28,IGHV4-28*06,Homo_sapiens,NA,
IGHV4-28,IGHV4-28*07,Homo_sapiens,NA,
IGHV4-30-2,IGHV4-30-2*02,Homo_sapiens,NA,
IGHV4-30-2,IGHV4-30-2*03,Homo_sapiens,NA,
IGHV4-30-2,IGHV4-30-2*04,Homo_sapiens,NA,
IGHV4-30-2,IGHV4-30-2*05,Homo_sapiens,NA,
IGHV4-30-2,IGHV4-30-2*06,Homo_sapiens,NA,
IGHV4-30-4,IGHV4-30-4*02,Homo_sapiens,NA,
IGHV4-30-4,IGHV4-30-4*03,Homo_sapiens,NA,
IGHV4-30-4,IGHV4-30-4*04,Homo_sapiens,NA,
IGHV4-30-4,IGHV4-30-4*05,Homo_sapiens,NA,
IGHV4-30-4,IGHV4-30-4*06,Homo_sapiens,NA,
IGHV4-30-4,IGHV4-30-4*07,Homo_sapiens,NA,
IGHV4-30-4,IGHV4-30-4*08,Homo_sapiens,NA,
IGHV4-31,IGHV4-31*02,Homo_sapiens,NA,
IGHV4-31,IGHV4-31*03,Homo_sapiens,NA,
IGHV4-31,IGHV4-31*04,Homo_sapiens,NA,
IGHV4-31,IGHV4-31*05,Homo_sapiens,NA,
IGHV4-31,IGHV4-31*06,Homo_sapiens,NA,
IGHV4-31,IGHV4-31*07,Homo_sapiens,NA,
IGHV4-31,IGHV4-31*08,Homo_sapiens,NA,
IGHV4-31,IGHV4-31*09,Homo_sapiens,NA,
IGHV4-31,IGHV4-31*10,Homo_sapiens,NA,
IGHV4-31,IGHV4-31*11,Homo_sapiens,NA,
IGHV4-34,IGHV4-34*02,Homo_sapiens,NA,
IGHV4-34,IGHV4-34*03,Homo_sapiens,NA,
IGHV4-34,IGHV4-34*04,Homo_sapiens,NA,
IGHV4-34,IGHV4-34*05,Homo_sapiens,NA,
IGHV4-34,IGHV4-34*06,Homo_sapiens,NA,
IGHV4-34,IGHV4-34*07,Homo_sapiens,NA,
IGHV4-34,IGHV4-34*08,Homo_sapiens,NA,
IGHV4-34,IGHV4-34*09,Homo_sapiens,NA,
IGHV4-34,IGHV4-34*10,Homo_sapiens,NA,
IGHV4-34,IGHV4-34*11,Homo_sapiens,NA,
IGHV4-34,IGHV4-34*12,Homo_sapiens,NA,
IGHV4-34,IGHV4-34*13,Homo_sapiens,NA,
IGHV4-38-2,IGHV4-38-2*01,Homo_sapiens,NA,
IGHV4-38-2,IGHV4-38-2*02,Homo_sapiens,NA,
IGHV4-39,IGHV4-39*02,Homo_sapiens,NA,
IGHV4-39,IGHV4-39*03,Homo_sapiens,NA,
IGHV4-39,IGHV4-39*04,Homo_sapiens,NA,
IGHV4-39,IGHV4-39*05,Homo_sapiens,NA,
IGHV4-39,IGHV4-39*06,Homo_sapiens,NA,
IGHV4-39,IGHV4-39*07,Homo_sapiens,NA,
IGHV4-39,IGHV4-39*08,Homo_sapiens,NA,
IGHV4-39,IGHV4-39*09,Homo_sapiens,NA,
IGHV4-4,IGHV4-4*02,Homo_sapiens,NA,
IGHV4-4,IGHV4-4*03,Homo_sapiens,NA,
IGHV4-4,IGHV4-4*04,Homo_sapiens,NA,
IGHV4-4,IGHV4-4*05,Homo_sapiens,NA,
IGHV4-4,IGHV4-4*06,Homo_sapiens,NA,
IGHV4-4,IGHV4-4*07,Homo_sapiens,NA,
IGHV4-4,IGHV4-4*08,Homo_sapiens,NA,
IGHV4-4,IGHV4-4*09,Homo_sapiens,NA,
IGHV4-4,IGHV4-4*10,Homo_sapiens,NA,
IGHV4-55,IGHV4-55*02,Homo_sapiens,NA,
IGHV4-55,IGHV4-55*03,Homo_sapiens,NA,
IGHV4-55,IGHV4-55*04,Homo_sapiens,NA,
IGHV4-55,IGHV4-55*05,Homo_sapiens,NA,
IGHV4-55,IGHV4-55*06,Homo_sapiens,NA,
IGHV4-55,IGHV4-55*07,Homo_sapiens,NA,
IGHV4-55,IGHV4-55*08,Homo_sapiens,NA,
IGHV4-55,IGHV4-55*09,Homo_sapiens,NA,
IGHV4-59,IGHV4-59*02,Homo_sapiens,NA,
IGHV4-59,IGHV4-59*03,Homo_sapiens,NA,
IGHV4-59,IGHV4-59*04,Homo_sapiens,NA,
IGHV4-59,IGHV4-59*05,Homo_sapiens,NA,
IGHV4-59,IGHV4-59*06,Homo_sapiens,NA,
IGHV4-59,IGHV4-59*07,Homo_sapiens,NA,
IGHV4-59,IGHV4-59*08,Homo_sapiens,NA,
IGHV4-59,IGHV4-59*09,Homo_sapiens,NA,
IGHV4-59,IGHV4-59*10,Homo_sapiens,NA,
IGHV4-59,IGHV4-59*11,Homo_sapiens,NA,
IGHV4-59,IGHV4-59*12,Homo_sapiens,NA,
IGHV4-59,IGHV4-59*13,Homo_sapiens,NA,
IGHV4-61,IGHV4-61*03,Homo_sapiens,NA,
IGHV4-61,IGHV4-61*04,Homo_sapiens,NA,
IGHV4-61,IGHV4-61*05,Homo_sapiens,NA,
IGHV4-61,IGHV4-61*06,Homo_sapiens,NA,
IGHV4-61,IGHV4-61*07,Homo_sapiens,NA,
IGHV4-61,IGHV4-61*08,Homo_sapiens,NA,
IGHV4-61,IGHV4-61*09,Homo_sapiens,NA,
IGHV4-61,IGHV4-61*10,Homo_sapiens,NA,
IGHV4-61,IGHV4-61*11,Homo_sapiens,NA,
IGHV4/OR15-8,IGHV4/OR15-8*01,Homo_sapiens,NA,
IGHV4/OR15-8,IGHV4/OR15-8*02,Homo_sapiens,NA,
IGHV4/OR15-8,IGHV4/OR15-8*03,Homo_sapiens,NA,
IGHV5-10-1,IGHV5-10-1*01,Homo_sapiens,NA,
IGHV5-10-1,IGHV5-10-1*02,Homo_sapiens,NA,
IGHV5-10-1,IGHV5-10-1*03,Homo_sapiens,NA,
IGHV5-10-1,IGHV5-10-1*04,Homo_sapiens,NA,
IGHV5-51,IGHV5-51*02,Homo_sapiens,NA,
IGHV5-51,IGHV5-51*03,Homo_sapiens,NA,
IGHV5-51,IGHV5-51*04,Homo_sapiens,NA,
IGHV5-51,IGHV5-51*05,Homo_sapiens,NA,
IGHV5-51,IGHV5-51*06,Homo_sapiens,NA,
IGHV5-51,IGHV5-51*07,Homo_sapiens,NA,
IGHV6-1,IGHV6-1*02,Homo_sapiens,NA,
IGHV6-1,IGHV6-1*03,Homo_sapiens,NA,
IGHV7-34-1,IGHV7-34-1*01,Homo_sapiens,NA,
IGHV7-34-1,IGHV7-34-1*02,Homo_sapiens,NA,
IGHV7-34-1,IGHV7-34-1*03,Homo_sapiens,NA,
IGHV7-4-1,IGHV7-4-1*02,Homo_sapiens,NA,
IGHV7-4-1,IGHV7-4-1*03,Homo_sapiens,NA,
IGHV7-4-1,IGHV7-4-1*04,Homo_sapiens,NA,
IGHV7-4-1,IGHV7-4-1*05,Homo_sapiens,NA,
IGHV7-40,IGHV7-40*03,Homo_sapiens,NA,
IGHV7-40,IGHV7-40*04,Homo_sapiens,NA,
IGHV7-40D,IGHV7-40D*01,Homo_sapiens,NA,
IGHV8-51-1,IGHV8-51-1*02,Homo_sapiens,NA,
IGHV8-51-1,IGHV8-51-1*03,Homo_sapiens,NA,
IGHV8-51-1,IGHV8-51-1*04,Homo_sapiens,NA,
IGKV1-12,IGKV1-12*02,Homo_sapiens,NA,
IGKV1-13,IGKV1-13*01,Homo_sapiens,NA,
IGKV1-13,IGKV1-13*02,Homo_sapiens,NA,
IGKV1-16,IGKV1-16*01,Homo_sapiens,NA,
IGKV1-16,IGKV1-16*02,Homo_sapiens,NA,
IGKV1-17,IGKV1-17*02,Homo_sapiens,NA,
IGKV1-17,IGKV1-17*03,Homo_sapiens,NA,
IGKV1-27,IGKV1-27*01,Homo_sapiens,NA,
IGKV1-27,IGKV1-27*02,Homo_sapiens,NA,
IGKV1-27,IGKV1-27*03,Homo_sapiens,NA,
IGKV1-33,IGKV1-33*01,Homo_sapiens,NA,
IGKV1-37,IGKV1-37*01,Homo_sapiens,NA,
IGKV1-39,IGKV1-39*01,Homo_sapiens,NA,
IGKV1-39,IGKV1-39*02,Homo_sapiens,NA,
IGKV1-5,IGKV1-5*01,Homo_sapiens,NA,
IGKV1-5,IGKV1-5*02,Homo_sapiens,NA,
IGKV1-5,IGKV1-5*03,Homo_sapiens,NA,
IGKV1-5,IGKV1-5*04,Homo_sapiens,NA,
IGKV1-5,IGKV1-5*05,Homo_sapiens,NA,
IGKV1-6,IGKV1-6*02,Homo_sapiens,NA,
IGKV1-8,IGKV1-8*01,Homo_sapiens,NA,
IGKV1-8,IGKV1-8*02,Homo_sapiens,NA,
IGKV1-8,IGKV1-8*03,Homo_sapiens,NA,
IGKV1-8,IGKV1-8*04,Homo_sapiens,NA,
IGKV1-9,IGKV1-9*01,Homo_sapiens,NA,
IGKV1-9,IGKV1-9*02,Homo_sapiens,NA,
IGKV1-9,IGKV1-9*03,Homo_sapiens,NA,
IGKV1-NL1,IGKV1-NL1*01,Homo_sapiens,NA,
IGKV1/OR-2,IGKV1/OR-2*01,Homo_sapiens,NA,
IGKV1/OR-3,IGKV1/OR-3*01,Homo_sapiens,NA,
